date	STCK
19/01/2021 00:00	256.75
20/01/2021 00:00	267.48
21/01/2021 00:00	269.57
22/01/2021 00:00	272.1
25/01/2021 00:00	278.14
26/01/2021 00:00	278.08
27/01/2021 00:00	282.03
28/01/2021 00:00	277.46
29/01/2021 00:00	265.37
01/02/2021 00:00	260
02/02/2021 00:00	264.11
03/02/2021 00:00	265.79
04/02/2021 00:00	266.84
05/02/2021 00:00	266.74
08/02/2021 00:00	268.75
09/02/2021 00:00	266.47
10/02/2021 00:00	272.45
11/02/2021 00:00	271.89
12/02/2021 00:00	270.5
16/02/2021 00:00	270.69
17/02/2021 00:00	270.38
18/02/2021 00:00	269.75
19/02/2021 00:00	269.98
22/02/2021 00:00	257.95
23/02/2021 00:00	2.22
24/02/2021 00:00	264.31
25/02/2021 00:00	262.29
26/02/2021 00:00	256.63
01/03/2021 00:00	260.82
02/03/2021 00:00	265.6
03/03/2021 00:00	260.44
04/03/2021 00:00	256.699
05/03/2021 00:00	260.67
08/03/2021 00:00	265.5
09/03/2021 00:00	265.74
10/03/2021 00:00	268.4
11/03/2021 00:00	268
12/03/2021 00:00	269.14
15/03/2021 00:00	269.15
16/03/2021 00:00	276
17/03/2021 00:00	275.705
18/03/2021 00:00	279.72
19/03/2021 00:00	281.93
22/03/2021 00:00	290.38
23/03/2021 00:00	293.37
24/03/2021 00:00	291.03
25/03/2021 00:00	280.86
26/03/2021 00:00	283.02
29/03/2021 00:00	285.76
30/03/2021 00:00	289.98
31/03/2021 00:00	290.15
01/04/2021 00:00	298.61
05/04/2021 00:00	300.87
06/04/2021 00:00	308.837
07/04/2021 00:00	306.48
08/04/2021 00:00	315
09/04/2021 00:00	311.52
12/04/2021 00:00	310.93
13/04/2021 00:00	311.88
14/04/2021 00:00	302.82
15/04/2021 00:00	306.02
16/04/2021 00:00	308.66
19/04/2021 00:00	305.17
20/04/2021 00:00	301.83
21/04/2021 00:00	301.945
22/04/2021 00:00	301.33
23/04/2021 00:00	298.8
26/04/2021 00:00	303.36
27/04/2021 00:00	304.44
28/04/2021 00:00	306.72
29/04/2021 00:00	329.51
30/04/2021 00:00	326.22
03/05/2021 00:00	325.95
04/05/2021 00:00	320.18
05/05/2021 00:00	318.71
06/05/2021 00:00	314.52
07/05/2021 00:00	322.5
10/05/2021 00:00	314.29
11/05/2021 00:00	300.68
12/05/2021 00:00	300.91
13/05/2021 00:00	306.083
14/05/2021 00:00	309.7
17/05/2021 00:00	313.37
18/05/2021 00:00	315.43
19/05/2021 00:00	303.83
20/05/2021 00:00	313.36
21/05/2021 00:00	319
24/05/2021 00:00	318.46
25/05/2021 00:00	327
26/05/2021 00:00	328.35
27/05/2021 00:00	328
28/05/2021 00:00	331
01/06/2021 00:00	330.23
02/06/2021 00:00	330.79
03/06/2021 00:00	325.78
04/06/2021 00:00	325.92
07/06/2021 00:00	329.614
08/06/2021 00:00	336.8
09/06/2021 00:00	335.69
10/06/2021 00:00	330.5
11/06/2021 00:00	332.5
14/06/2021 00:00	331.89
15/06/2021 00:00	336.99
16/06/2021 00:00	336.95
17/06/2021 00:00	330.42
18/06/2021 00:00	334.35
21/06/2021 00:00	332.29
22/06/2021 00:00	339.03
23/06/2021 00:00	339.03
24/06/2021 00:00	341.85
25/06/2021 00:00	342.27
28/06/2021 00:00	342.46
29/06/2021 00:00	356.49
30/06/2021 00:00	351.8
01/07/2021 00:00	346.82
02/07/2021 00:00	355.1
06/07/2021 00:00	356.41
07/07/2021 00:00	355.26
08/07/2021 00:00	345.26
09/07/2021 00:00	345.65
12/07/2021 00:00	350.82
13/07/2021 00:00	351.4
14/07/2021 00:00	354.55
15/07/2021 00:00	349.2
16/07/2021 00:00	341.16
19/07/2021 00:00	337.9
20/07/2021 00:00	338.8
21/07/2021 00:00	341.5
22/07/2021 00:00	346.53
23/07/2021 00:00	360.54
26/07/2021 00:00	369.3
27/07/2021 00:00	371.91
28/07/2021 00:00	374.5
29/07/2021 00:00	358.32
30/07/2021 00:00	353.74
02/08/2021 00:00	358.1
03/08/2021 00:00	352.85
04/08/2021 00:00	352.8
05/08/2021 00:00	359.64
06/08/2021 00:00	361.62
09/08/2021 00:00	363.53
10/08/2021 00:00	361.94
11/08/2021 00:00	362.1
12/08/2021 00:00	358.73
13/08/2021 00:00	363
16/08/2021 00:00	362.9
17/08/2021 00:00	362.6
18/08/2021 00:00	356.1
19/08/2021 00:00	351.1
20/08/2021 00:00	354.51
23/08/2021 00:00	359.33
24/08/2021 00:00	363.66
25/08/2021 00:00	366
26/08/2021 00:00	368
27/08/2021 00:00	365.45
30/08/2021 00:00	372.515
31/08/2021 00:00	380.04
01/09/2021 00:00	379.38
02/09/2021 00:00	381.75
03/09/2021 00:00	374.75
07/09/2021 00:00	375.9
08/09/2021 00:00	380.03
09/09/2021 00:00	378
10/09/2021 00:00	381.34
13/09/2021 00:00	376.51
14/09/2021 00:00	377.29
15/09/2021 00:00	377
16/09/2021 00:00	372.79
17/09/2021 00:00	371.058
20/09/2021 00:00	359.14
21/09/2021 00:00	358.7
22/09/2021 00:00	347.18
23/09/2021 00:00	345.35
24/09/2021 00:00	343.33
27/09/2021 00:00	353.58
28/09/2021 00:00	347.98
29/09/2021 00:00	342.94
30/09/2021 00:00	340.7
01/10/2021 00:00	342.14
04/10/2021 00:00	335.79
05/10/2021 00:00	328.69
06/10/2021 00:00	329.19
07/10/2021 00:00	337.21
08/10/2021 00:00	331.51
11/10/2021 00:00	327.54
12/10/2021 00:00	322.84
13/10/2021 00:00	327
14/10/2021 00:00	328.5
15/10/2021 00:00	328.55
18/10/2021 00:00	328.8
19/10/2021 00:00	339.9
20/10/2021 00:00	343.56
21/10/2021 00:00	340.23
22/10/2021 00:00	326.09
25/10/2021 00:00	320
26/10/2021 00:00	328.69
27/10/2021 00:00	313.83
28/10/2021 00:00	312.55
29/10/2021 00:00	320.08
01/11/2021 00:00	326.2
02/11/2021 00:00	328.08
03/11/2021 00:00	327.4
04/11/2021 00:00	334
05/11/2021 00:00	340.74
08/11/2021 00:00	344.29
09/11/2021 00:00	339.87
10/11/2021 00:00	332.45
11/11/2021 00:00	329.835
12/11/2021 00:00	329.78
15/11/2021 00:00	344.4
16/11/2021 00:00	343.82
17/11/2021 00:00	344.22
18/11/2021 00:00	339.5
19/11/2021 00:00	342.86
22/11/2021 00:00	348.9
23/11/2021 00:00	338.82
24/11/2021 00:00	336.39
26/11/2021 00:00	335.73
29/11/2021 00:00	336.83
30/11/2021 00:00	335
01/12/2021 00:00	330.45
02/12/2021 00:00	311.4
03/12/2021 00:00	313.63
06/12/2021 00:00	307.99
07/12/2021 00:00	321.62
08/12/2021 00:00	325
09/12/2021 00:00	329.33
10/12/2021 00:00	332.75
13/12/2021 00:00	330.86
14/12/2021 00:00	328.25
15/12/2021 00:00	332.93
16/12/2021 00:00	339.01
17/12/2021 00:00	333.01
20/12/2021 00:00	329.63
21/12/2021 00:00	326.41
22/12/2021 00:00	333.81
23/12/2021 00:00	330.1
27/12/2021 00:00	339
28/12/2021 00:00	346.68
29/12/2021 00:00	346.46
30/12/2021 00:00	344
31/12/2021 00:00	342.89
03/01/2022 00:00	338.23
04/01/2022 00:00	339.33
05/01/2022 00:00	333.06
06/01/2022 00:00	322.88
07/01/2022 00:00	332.74
10/01/2022 00:00	325.28
11/01/2022 00:00	326.78
12/01/2022 00:00	335
13/01/2022 00:00	334.98
14/01/2022 00:00	321.98
18/01/2022 00:00	322.45
19/01/2022 00:00	319.72
20/01/2022 00:00	323.49
21/01/2022 00:00	315.07
24/01/2022 00:00	297.81
25/01/2022 00:00	299.77
26/01/2022 00:00	307.19
27/01/2022 00:00	297.72
28/01/2022 00:00	301.71
31/01/2022 00:00	300.51
01/02/2022 00:00	314.46
02/02/2022 00:00	328
03/02/2022 00:00	245
04/02/2022 00:00	235.29
07/02/2022 00:00	237.58
08/02/2022 00:00	220.57
09/02/2022 00:00	224.06
10/02/2022 00:00	228.31
11/02/2022 00:00	228.238
14/02/2022 00:00	219.28
15/02/2022 00:00	220.27
16/02/2022 00:00	212.44
17/02/2022 00:00	214
18/02/2022 00:00	209.49
22/02/2022 00:00	202.23
23/02/2022 00:00	204.09
24/02/2022 00:00	190.81
25/02/2022 00:00	204.6
28/02/2022 00:00	207.8
01/03/2022 00:00	210.15
02/03/2022 00:00	204.61
03/03/2022 00:00	208.96
04/03/2022 00:00	202.75
07/03/2022 00:00	187.43
08/03/2022 00:00	187.8
09/03/2022 00:00	195.85
10/03/2022 00:00	194.48
11/03/2022 00:00	192.84
14/03/2022 00:00	187.06
15/03/2022 00:00	190.69
16/03/2022 00:00	194.65
17/03/2022 00:00	201.46
18/03/2022 00:00	207.01
21/03/2022 00:00	214.31
22/03/2022 00:00	211.37
23/03/2022 00:00	213.3
24/03/2022 00:00	215
25/03/2022 00:00	220.45
28/03/2022 00:00	222.19
29/03/2022 00:00	226.24
30/03/2022 00:00	229
31/03/2022 00:00	228.45
01/04/2022 00:00	224.69
04/04/2022 00:00	225.94
05/04/2022 00:00	233.92
06/04/2022 00:00	227
07/04/2022 00:00	223.72
08/04/2022 00:00	222.42
11/04/2022 00:00	218
12/04/2022 00:00	220.04
13/04/2022 00:00	211.92
14/04/2022 00:00	214.61
18/04/2022 00:00	209.97
